recruitment, n_pat, interim_events, final_events, n_ctrl, n_trt, hazard_ctrl, censoring_prop, crossing, effect_size_ph, hr_before, hazard_trt_before, target_median_trt, hazard_trt_after, target_hr, random_withdrawal, median_survival_trt, median_survival_ctrl, rmst_trt_6m, rmst_ctrl_6m, gAHR_6m, AHR_6m, rmst_trt_12m, rmst_ctrl_12m, gAHR_12m, AHR_12m, milestone_survival_trt_6m, milestone_survival_ctrl_6m, milestone_survival_trt_12m, milestone_survival_ctrl_12m
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 0, 0, 1.5, 0.00284660033084166, 365.25, 0.00189773355389444, 1, 0, 365.25, 365.25, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 0, 0, 1.5, 0.00284660033084166, 365.25, 0.00189773355389444, 1, 0, 365.25, 365.25, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 0, 0, 1.5, 0.00569320066168333, 182.625, 0.00379546710778889, 1, 0, 182.625, 182.625, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 0, 0, 1.5, 0.00569320066168333, 182.625, 0.00379546710778889, 1, 0, 182.625, 182.625, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 0, 0, 1.5, 0.00284660033084166, 365.25, 0.00189773355389444, 1, 0.000813314380240476, 365.25, 365.25, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 0, 0, 1.5, 0.00284660033084166, 365.25, 0.00189773355389444, 1, 0.000813314380240476, 365.25, 365.25, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 0, 0, 1.5, 0.00569320066168333, 182.625, 0.00379546710778889, 1, 0.00162662876048095, 182.625, 182.625, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 0, 0, 1.5, 0.00569320066168333, 182.625, 0.00379546710778889, 1, 0.00162662876048095, 182.625, 182.625, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 60.875, 0, 1.5, 0.00284660033084166, 365.25, 0.001707960198505, 1, 0, 365.25, 365.25, 148.328078096203, 154.338430815216, 1.12669220446854, 1.12419038687753, 255.485244954412, 263.472181842347, 1.03215144171429, 1.03071088107097, 0.683020128377198, 0.707106781186548, 0.5, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 60.875, 0, 1.5, 0.00284660033084166, 365.25, 0.001707960198505, 1, 0, 365.25, 365.25, 148.328078096203, 154.338430815216, 1.12669220446854, 1.12419038687753, 255.485244954412, 263.472181842347, 1.03215144171429, 1.03071088107097, 0.683020128377198, 0.707106781186548, 0.5, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 60.875, 0, 1.5, 0.00569320066168333, 182.625, 0.00284660033084166, 1, 0, 182.625, 182.625, 124.201982524325, 131.736090921173, 1.06006680800367, 1.05821463858398, 195.409120807173, 197.60413638176, 0.951709961309458, 0.951128936494751, 0.5, 0.5, 0.29730177875068, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 60.875, 0, 1.5, 0.00569320066168333, 182.625, 0.00284660033084166, 1, 0, 182.625, 182.625, 124.201982524325, 131.736090921173, 1.06006680800367, 1.05821463858398, 195.409120807173, 197.60413638176, 0.951709961309458, 0.951128936494751, 0.5, 0.5, 0.29730177875068, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 60.875, 0, 1.5, 0.00284660033084166, 365.25, 0.001707960198505, 1, 0.000774432292848415, 365.25, 365.25, 148.328078096203, 154.338430815216, 1.12669220446854, 1.12419038687753, 255.485244954412, 263.472181842347, 1.03215144171429, 1.03071088107097, 0.683020128377198, 0.707106781186548, 0.5, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 60.875, 0, 1.5, 0.00284660033084166, 365.25, 0.001707960198505, 1, 0.000774432292848415, 365.25, 365.25, 148.328078096203, 154.338430815216, 1.12669220446854, 1.12419038687753, 255.485244954412, 263.472181842347, 1.03215144171429, 1.03071088107097, 0.683020128377198, 0.707106781186548, 0.5, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 60.875, 0, 1.5, 0.00569320066168333, 182.625, 0.00284660033084166, 1, 0.00142133733668356, 182.625, 182.625, 124.201982524325, 131.736090921173, 1.06006680800367, 1.05821463858398, 195.409120807173, 197.60413638176, 0.951709961309458, 0.951128936494751, 0.5, 0.5, 0.29730177875068, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 60.875, 0, 1.5, 0.00569320066168333, 182.625, 0.00284660033084166, 1, 0.00142133733668356, 182.625, 182.625, 124.201982524325, 131.736090921173, 1.06006680800367, 1.05821463858398, 195.409120807173, 197.60413638176, 0.951709961309458, 0.951128936494751, 0.5, 0.5, 0.29730177875068, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 121.75, 0, 1.5, 0.00284660033084166, 365.25, 0.00142330016542083, 1, 0, 365.25, 365.25, 144.1253448873, 154.338430815216, 1.28301407733878, 1.2797045125945, 248.40396504865, 263.472181842347, 1.06006680800367, 1.05821463858398, 0.648419777325505, 0.707106781186548, 0.5, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 121.75, 0, 1.5, 0.00284660033084166, 365.25, 0.00142330016542083, 1, 0, 365.25, 365.25, 144.1253448873, 154.338430815216, 1.28301407733878, 1.2797045125945, 248.40396504865, 263.472181842347, 1.06006680800367, 1.05821463858398, 0.648419777325505, 0.707106781186548, 0.5, 0.5
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 121.75, 0, 1.5, 0.00284660033084166, 365.25, 0.00142330016542083, 1, 0.00071066866834178, 365.25, 365.25, 144.1253448873, 154.338430815216, 1.28301407733878, 1.2797045125945, 248.40396504865, 263.472181842347, 1.06006680800367, 1.05821463858398, 0.648419777325505, 0.707106781186548, 0.5, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 121.75, 0, 1.5, 0.00284660033084166, 365.25, 0.00142330016542083, 1, 0.00071066866834178, 365.25, 365.25, 144.1253448873, 154.338430815216, 1.28301407733878, 1.2797045125945, 248.40396504865, 263.472181842347, 1.06006680800367, 1.05821463858398, 0.648419777325505, 0.707106781186548, 0.5, 0.5
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 182.625, 0, 1.5, 0.00284660033084166, 365.25, 0.00094886677694722, 1, 0, 365.25, 365.25, 142.414246954989, 154.338430815216, 1.5, 1.5, 242.115869774715, 263.472181842347, 1.07680941396417, 1.08135565383442, 0.594603557501361, 0.707106781186548, 0.5, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 182.625, 0, 1.5, 0.00284660033084166, 365.25, 0.00094886677694722, 1, 0, 365.25, 365.25, 142.414246954989, 154.338430815216, 1.5, 1.5, 242.115869774715, 263.472181842347, 1.07680941396417, 1.08135565383442, 0.594603557501361, 0.707106781186548, 0.5, 0.5
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 182.625, 0, 1.5, 0.00284660033084166, 365.25, 0.00094886677694722, 1, 0.000584928013426197, 365.25, 365.25, 142.414246954989, 154.338430815216, 1.5, 1.5, 242.115869774715, 263.472181842347, 1.07680941396417, 1.08135565383442, 0.594603557501361, 0.707106781186548, 0.5, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 182.625, 0, 1.5, 0.00284660033084166, 365.25, 0.00094886677694722, 1, 0.000584928013426197, 365.25, 365.25, 142.414246954989, 154.338430815216, 1.5, 1.5, 242.115869774715, 263.472181842347, 1.07680941396417, 1.08135565383442, 0.594603557501361, 0.707106781186548, 0.5, 0.5
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 0, 0.5, 1.5, 0.00284660033084166, 474.333462580207, 0.00146130778290334, 0.77002789980949, 0, 474.333462580207, 365.25, 160.286839454832, 154.338430815216, 0.77002789980949, 0.77002789980949, 283.029948002611, 263.472181842347, 0.77002789980949, 0.77002789980949, 0.765771594007676, 0.707106781186548, 0.586406134189057, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 0, 0.5, 1.5, 0.00284660033084166, 421.456926876237, 0.00164464536316304, 0.866636604378929, 0, 421.456926876236, 365.25, 157.750426931963, 154.338430815216, 0.866636604378929, 0.866636604378929, 274.573529682126, 263.472181842347, 0.866636604378929, 0.866636604378929, 0.740556491809357, 0.707106781186548, 0.548423917560983, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 0, 0.5, 1.5, 0.00569320066168333, 237.166731290103, 0.00292261556580668, 0.77002789980949, 0, 237.166731290103, 182.625, 141.514974001306, 131.736090921173, 0.77002789980949, 0.77002789980949, 224.500222835276, 197.60413638176, 0.77002789980949, 0.77002789980949, 0.586406134189057, 0.5, 0.343872154214554, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 0, 0.5, 1.5, 0.00569320066168333, 210.728463438118, 0.00328929072632607, 0.866636604378929, 0, 210.728463438118, 182.625, 137.286764841063, 131.736090921173, 0.866636604378929, 0.866636604378929, 212.578110244472, 197.60413638176, 0.866636604378929, 0.866636604378929, 0.548423917560983, 0.5, 0.300768793352936, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 0, 0.5, 1.5, 0.00284660033084166, 474.333462580207, 0.00146130778290334, 0.77002789980949, 0.000711258767124859, 474.333462580207, 365.25, 160.286839454832, 154.338430815216, 0.77002789980949, 0.77002789980949, 283.029948002611, 263.472181842347, 0.77002789980949, 0.77002789980949, 0.765771594007676, 0.707106781186548, 0.586406134189057, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 0, 0.5, 1.5, 0.00284660033084166, 421.456926876237, 0.00164464536316304, 0.866636604378929, 0.000756365968549298, 421.456926876236, 365.25, 157.750426931963, 154.338430815216, 0.866636604378929, 0.866636604378929, 274.573529682126, 263.472181842347, 0.866636604378929, 0.866636604378929, 0.740556491809357, 0.707106781186548, 0.548423917560983, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 0, 0.5, 1.5, 0.00569320066168333, 237.166731290103, 0.00292261556580668, 0.77002789980949, 0.00142251753424972, 237.166731290103, 182.625, 141.514974001306, 131.736090921173, 0.77002789980949, 0.77002789980949, 224.500222835276, 197.60413638176, 0.77002789980949, 0.77002789980949, 0.586406134189057, 0.5, 0.343872154214554, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 0, 0.5, 1.5, 0.00569320066168333, 210.728463438118, 0.00328929072632607, 0.866636604378929, 0.0015127319370986, 210.728463438118, 182.625, 137.286764841063, 131.736090921173, 0.866636604378929, 0.866636604378929, 212.578110244472, 197.60413638176, 0.866636604378929, 0.866636604378929, 0.548423917560983, 0.5, 0.300768793352936, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 60.875, 0.5, 1.5, 0.00284660033084166, 474.333462580207, 0.00125734609995825, 0.77002789980949, 0, 474.333462580207, 365.25, 150.820461086098, 154.338430815216, 0.972306852829806, 0.972748191364216, 268.557158164496, 263.472181842347, 0.839361124525644, 0.841076840286533, 0.721539119317394, 0.707106781186548, 0.573503342423904, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 60.875, 0.5, 1.5, 0.00284660033084166, 421.456926876237, 0.00144172612843791, 0.866636604378929, 0, 421.456926876237, 365.25, 149.789776015321, 154.338430815216, 1.03646064398006, 1.03483527744968, 263.069155324454, 263.472181842347, 0.919133498689273, 0.918811156511682, 0.705522263399917, 0.707106781186548, 0.542204422436711, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 60.875, 0.5, 1.5, 0.00569320066168333, 237.166731290103, 0.00196590950547565, 0.77002789980949, 0, 237.166731290103, 182.625, 128.00864225648, 131.736090921173, 0.909180885196526, 0.916235135452013, 213.410223788605, 197.60413638176, 0.764960708803459, 0.77340116061116, 0.556591849943266, 0.5, 0.388700056406141, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 60.875, 0.5, 1.5, 0.00569320066168333, 210.728463438118, 0.0023127499513756, 0.866636604378929, 0, 210.728463438118, 182.625, 126.477715994262, 131.736090921173, 0.970391484755072, 0.972264498124926, 205.959108920657, 197.60413638176, 0.840113277759358, 0.843469411288224, 0.533577529254237, 0.5, 0.349756928163762, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 60.875, 0.5, 1.5, 0.00284660033084166, 474.333462580207, 0.00125734609995825, 0.77002789980949, 0.000662024671329073, 474.333462580207, 365.25, 150.820461086098, 154.338430815216, 0.972306852829806, 0.972748191364216, 268.557158164496, 263.472181842347, 0.839361124525644, 0.841076840286533, 0.721539119317394, 0.707106781186548, 0.573503342423904, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 60.875, 0.5, 1.5, 0.00284660033084166, 421.456926876237, 0.00144172612843791, 0.866636604378929, 0.000710756471683348, 421.456926876237, 365.25, 149.789776015321, 154.338430815216, 1.03646064398006, 1.03483527744968, 263.069155324454, 263.472181842347, 0.919133498689273, 0.918811156511682, 0.705522263399917, 0.707106781186548, 0.542204422436711, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 60.875, 0.5, 1.5, 0.00569320066168333, 237.166731290103, 0.00196590950547565, 0.77002789980949, 0.00117592124539799, 237.166731290103, 182.625, 128.00864225648, 131.736090921173, 0.909180885196526, 0.916235135452013, 213.410223788605, 197.60413638176, 0.764960708803459, 0.77340116061116, 0.556591849943266, 0.5, 0.388700056406141, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 60.875, 0.5, 1.5, 0.00569320066168333, 210.728463438118, 0.0023127499513756, 0.866636604378929, 0.00127922624746354, 210.728463438118, 182.625, 126.477715994262, 131.736090921173, 0.970391484755072, 0.972264498124926, 205.959108920657, 197.60413638176, 0.840113277759358, 0.843469411288224, 0.533577529254237, 0.5, 0.349756928163762, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 121.75, 0.5, 1.5, 0.00284660033084166, 474.333462580207, 0.000982954752737823, 0.77002789980949, 0, 474.333462580207, 365.25, 144.674879340642, 154.338430815216, 1.2079351830695, 1.20889221561024, 256.01728451296, 263.472181842347, 0.909180885196526, 0.916235135452013, 0.666036396288657, 0.707106781186548, 0.556591849943266, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 121.75, 0.5, 1.5, 0.00284660033084166, 421.456926876237, 0.0011563749756878, 0.866636604378929, 0, 421.456926876237, 365.25, 144.457291606284, 154.338430815216, 1.23873068457059, 1.23693291276173, 252.955431988524, 263.472181842347, 0.970391484755072, 0.972264498124926, 0.65904206370092, 0.707106781186548, 0.533577529254237, 0.5
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 121.75, 0.5, 1.5, 0.00284660033084166, 474.333462580207, 0.000982954752737823, 0.77002789980949, 0.000587960622698997, 474.333462580207, 365.25, 144.674879340642, 154.338430815216, 1.2079351830695, 1.20889221561024, 256.01728451296, 263.472181842347, 0.909180885196526, 0.916235135452013, 0.666036396288657, 0.707106781186548, 0.556591849943266, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 121.75, 0.5, 1.5, 0.00284660033084166, 421.456926876237, 0.0011563749756878, 0.866636604378929, 0.000639613123731768, 421.456926876237, 365.25, 144.457291606284, 154.338430815216, 1.23873068457059, 1.23693291276173, 252.955431988524, 263.472181842347, 0.970391484755072, 0.972264498124926, 0.65904206370092, 0.707106781186548, 0.533577529254237, 0.5
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 182.625, 0.5, 1.5, 0.00284660033084166, 474.333462580207, 0.000594041028522922, 0.77002789980949, 0, 474.333462580207, 365.25, 142.414246954989, 154.338430815216, 1.5, 1.5, 245.320813508148, 263.472181842347, 0.97102690025519, 0.998586645008807, 0.594603557501361, 0.707106781186548, 0.533472834864359, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 182.625, 0.5, 1.5, 0.00284660033084166, 421.456926876237, 0.000725559590823818, 0.866636604378929, 0, 421.456926876237, 365.25, 142.414246954989, 154.338430815216, 1.5, 1.5, 244.116889522759, 263.472181842347, 1.01342311818636, 1.02931136833218, 0.594603557501361, 0.707106781186548, 0.520812229774188, 0.5
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 182.625, 0.5, 1.5, 0.00284660033084166, 474.333462580207, 0.000594041028522922, 0.77002789980949, 0.000461115723225508, 474.333462580207, 365.25, 142.414246954989, 154.338430815216, 1.5, 1.5, 245.320813508148, 263.472181842347, 0.97102690025519, 0.998586645008807, 0.594603557501361, 0.707106781186548, 0.533472834864359, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 182.625, 0.5, 1.5, 0.00284660033084166, 421.456926876237, 0.000725559590823818, 0.866636604378929, 0.000510579696209094, 421.456926876237, 365.25, 142.414246954989, 154.338430815216, 1.5, 1.5, 244.116889522759, 263.472181842347, 1.01342311818636, 1.02931136833218, 0.594603557501361, 0.707106781186548, 0.520812229774188, 0.5
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 0, 0.8, 1.5, 0.00284660033084166, 530.662776174139, 0.00130619144903521, 0.688290221962246, 0, 530.662776174139, 365.25, 162.476453999378, 154.338430815216, 0.688290221962246, 0.688290221962246, 290.471284888518, 263.472181842347, 0.688290221962246, 0.688290221962246, 0.78777464511645, 0.707106781186548, 0.620588891488348, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 0, 0.8, 1.5, 0.00284660033084166, 448.173711762122, 0.00154660383322047, 0.81497417276867, 0, 448.173711762122, 365.25, 159.099922655326, 154.338430815216, 0.81497417276867, 0.81497417276867, 279.050994398644, 263.472181842347, 0.81497417276867, 0.81497417276867, 0.753935449756192, 0.707106781186548, 0.568418662399072, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 0, 0.8, 1.5, 0.00569320066168333, 265.33138808707, 0.00261238289807042, 0.688290221962246, 0, 265.33138808707, 182.625, 145.235642444259, 131.736090921173, 0.688290221962246, 0.688290221962246, 235.36726879334, 197.60413638176, 0.688290221962246, 0.688290221962246, 0.620588891488348, 0.5, 0.385130572238737, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 0, 0.8, 1.5, 0.00569320066168333, 224.086855881061, 0.00309320766644095, 0.81497417276867, 0, 224.086855881061, 182.625, 139.525497199322, 131.736090921173, 0.81497417276867, 0.81497417276867, 218.834393687926, 197.60413638176, 0.81497417276867, 0.81497417276867, 0.568418662399072, 0.5, 0.32309977576355, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 0, 0.8, 1.5, 0.00284660033084166, 530.662776174139, 0.00130619144903521, 0.688290221962246, 0.00067005387039351, 530.662776174139, 365.25, 162.476453999378, 154.338430815216, 0.688290221962246, 0.688290221962246, 290.471284888518, 263.472181842347, 0.688290221962246, 0.688290221962246, 0.78777464511645, 0.707106781186548, 0.620588891488348, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 0, 0.8, 1.5, 0.00284660033084166, 448.173711762122, 0.00154660383322047, 0.81497417276867, 0.00073269118938611, 448.173711762122, 365.25, 159.099922655326, 154.338430815216, 0.81497417276867, 0.81497417276867, 279.050994398644, 263.472181842347, 0.81497417276867, 0.81497417276867, 0.753935449756192, 0.707106781186548, 0.568418662399072, 0.5
