scenario,n_pat,recruitment, final_events, n_ctrl, n_trt, hazard_ctrl, effect_size_ph, hr_ph, median_survival_trt, median_survival_ctrl,big dataset run,small dataset run,med_diff,AHR_6m,AHR_12m,gAHR_6m,gAHR_12m,milestone_surv_ratio_6m,milestone_surv_ratio_12m,RMST_diff_6m,RMST_diff_12m
1,300,547.875,225,150,150,0.000632577851298148,0,1,1095.75,1095.75,,run222,0,1,1,1,1,1,1,0,0
1,300,913.125,225,150,150,0.000632577851298148,0,1,1095.75,1095.75,,run222,0,1,1,1,1,1,1,0,0
2,1500,547.875,1125,750,750,0.000632577851298148,0,1,1095.75,1095.75,,run223,0,1,1,1,1,1,1,0,0
2,1500,913.125,1125,750,750,0.000632577851298148,0,1,1095.75,1095.75,,run223,0,1,1,1,1,1,1,0,0
3,300,547.875,225,150,150,0.00189773355389444,0,1,365.25,365.25,run761,run220,0,1,1,1,1,1,1,0,0
3,300,913.125,225,150,150,0.00189773355389444,0,1,365.25,365.25,run761,run220,0,1,1,1,1,1,1,0,0
4,1500,547.875,1125,750,750,0.00189773355389444,0,1,365.25,365.25,run771,run221,0,1,1,1,1,1,1,0,0
4,1500,913.125,1125,750,750,0.00189773355389444,0,1,365.25,365.25,run771,run221,0,1,1,1,1,1,1,0,0
5,300,547.875,225,150,150,0.00379546710778889,0,1,182.625,182.625,run85,run218,0,1,1,1,1,1,1,0,0
5,300,913.125,225,150,150,0.00379546710778889,0,1,182.625,182.625,run85,run218,0,1,1,1,1,1,1,0,0
6,1500,547.875,1125,750,750,0.00379546710778889,0,1,182.625,182.625,run84,run219,0,1,1,1,1,1,1,0,0
6,1500,913.125,1125,750,750,0.00379546710778889,0,1,182.625,182.625,run84,run219,0,1,1,1,1,1,1,0,0
7,300,547.875,225,150,150,0.000632577851298148,0.5,0.803069661752604,1364.45199238215,1095.75,run86,run212,52.400677,3.7731065508796900,2.265820403265040,3.482320623464290,2.0278364318460600,0.7754570102075200,0.8275620871800440,-33.16263948026590,-63.862308072333100
7,300,913.125,225,150,150,0.000632577851298148,0.5,0.803069661752604,1364.45199238215,1095.75,run86,run212,52.400677,3.7731065508796900,2.265820403265040,3.482320623464290,2.0278364318460600,0.7754570102075200,0.8275620871800440,-33.16263948026590,-63.862308072333100
8,1500,547.875,1125,750,750,0.000632577851298148,0.5,0.906576265400032,1208.66830714622,1095.75,,run213,81.9062115,3.4360455842743100,2.1532793575742700,3.186615000552350,1.9338715631987700,0.7773494692895950,0.8300970192361710,-32.92177068522680,-63.01032410214020
8,1500,913.125,1125,750,750,0.000632577851298148,0.5,0.906576265400032,1208.66830714622,1095.75,,run213,81.9062115,3.4360455842743100,2.1532793575742700,3.186615000552350,1.9338715631987700,0.7773494692895950,0.8300970192361710,-32.92177068522680,-63.01032410214020
9,300,547.875,225,150,150,0.00189773355389444,0.5,0.803069661752604,454.81733079405,365.25,run70,run202,23.092247850000000,1.7854420432240600,1.329918084672680,1.6206734222521000,1.1461146417164300,0.8542069650099640,1.0229126600281000,-25.828210737571500,-33.88071674711980
9,300,913.125,225,150,150,0.00189773355389444,0.5,0.803069661752604,454.81733079405,365.25,run70,run202,23.092247850000000,1.7854420432240600,1.329918084672680,1.6206734222521000,1.1461146417164300,0.8542069650099640,1.0229126600281000,-25.828210737571500,-33.88071674711980
10,1500,547.875,1125,750,750,0.00189773355389444,0.5,0.906576265400032,402.889435715407,365.25,run71,run203,34.657957250000000,1.7009386738928500,1.2754030043599200,1.5458993685505800,1.098321585251460,0.8627203874096450,1.0413675458364100,-25.078720597371600,-31.270548894056200
10,1500,913.125,1125,750,750,0.00189773355389444,0.5,0.906576265400032,402.889435715407,365.25,run71,run203,34.657957250000000,1.7009386738928500,1.2754030043599200,1.5458993685505800,1.098321585251460,0.8627203874096450,1.0413675458364100,-25.078720597371600,-31.270548894056200
11,300,547.875,225,150,150,0.00379546710778889,0.5,0.803069661752604,227.408665397025,182.625,run78,run206,18.821501483333300,1.249063425924530,1.031703950889540,1.1165217464199800,0.8509197788963280,1.0194837023566200,1.524023027885040,-13.739504941592200,0.8898489002283010
11,300,913.125,225,150,150,0.00379546710778889,0.5,0.803069661752604,227.408665397025,182.625,run78,run206,18.821501483333300,1.249063425924530,1.031703950889540,1.1165217464199800,0.8509197788963280,1.0194837023566200,1.524023027885040,-13.739504941592200,0.8898489002283010
12,1500,547.875,1125,750,750,0.00379546710778889,0.5,0.906576265400032,201.444717857704,182.625,run79,run207,26.549690116666700,1.1707629591174,0.9759754944494670,1.0451395338554600,0.8009033699447110,1.0557164514745800,1.62229356311833,-11.32208911089030,7.058906388913910
12,1500,913.125,1125,750,750,0.00379546710778889,0.5,0.906576265400032,201.444717857704,182.625,run79,run207,26.549690116666700,1.1707629591174,0.9759754944494670,1.0451395338554600,0.8009033699447110,1.0557164514745800,1.62229356311833,-11.32208911089030,7.058906388913910
13,300,547.875,225,150,150,0.000632577851298148,0.8,0.71782463450428,1526.48703782186,1095.75,run88,run214,236.17732312107900,3.3515319083402400,2.001034293895600,3.10029010305561,1.8030345180072100,0.8071379044949940,0.8681435499197670,-30.169945200693200,-55.319891353590900
13,300,913.125,225,150,150,0.000632577851298148,0.8,0.71782463450428,1526.48703782186,1095.75,run88,run214,236.17732312107900,3.3515319083402400,2.001034293895600,3.10029010305561,1.8030345180072100,0.8071379044949940,0.8681435499197670,-30.169945200693200,-55.319891353590900
14,1500,547.875,1125,750,750,0.000632577851298148,0.8,0.862202846704332,1270.87263071373,1095.75,,run215,135.13009683333300,3.3523327741884900,2.0850879562319600,3.111145675500410,1.8754800511383100,0.7854736163669700,0.8413989077495430,-32.15474175699730,-60.747379060316100
14,1500,913.125,1125,750,750,0.000632577851298148,0.8,0.862202846704332,1270.87263071373,1095.75,,run215,135.13009683333300,3.3523327741884900,2.0850879562319600,3.111145675500410,1.8754800511383100,0.7854736163669700,0.8413989077495430,-32.15474175699730,-60.747379060316100
15,300,547.875,225,150,150,0.00189773355389444,0.8,0.71782463450428,508.829012607287,365.25,run75,run200,45.80078790000000,1.7376263999062600,1.2896682148786600,1.5780803574610500,1.112002951054360,0.865319102895385,1.0436071699068700,-24.940733129006600,-31.27225155402220
15,300,913.125,225,150,150,0.00189773355389444,0.8,0.71782463450428,508.829012607287,365.25,run75,run200,45.80078790000000,1.7376263999062600,1.2896682148786600,1.5780803574610500,1.112002951054360,0.865319102895385,1.0436071699068700,-24.940733129006600,-31.27225155402220
16,1500,547.875,1125,750,750,0.00189773355389444,0.8,0.862202846704332,423.624210237909,365.25,run73,run201,52.60560155000000,1.6673765408364000,1.2490940312710200,1.5160196640305900,1.0764707017204900,0.8712695776484130,1.054799850072400,-24.36778207279010,-29.434417700853600
16,1500,913.125,1125,750,750,0.00189773355389444,0.8,0.862202846704332,423.624210237909,365.25,run73,run201,52.60560155000000,1.6673765408364000,1.2490940312710200,1.5160196640305900,1.0764707017204900,0.8712695776484130,1.054799850072400,-24.36778207279010,-29.434417700853600
17,300,547.875,225,150,150,0.00379546710778889,0.8,0.71782463450428,254.414506303644,182.625,run80,run208,44.166454783333300,1.1938454344708500,0.9815994294508670,1.066079671512030,0.8085839455750900,1.0509466408124000,1.5920639103837300,-11.889289755875600,5.824152659512680
17,300,913.125,225,150,150,0.00379546710778889,0.8,0.71782463450428,254.414506303644,182.625,run80,run208,44.166454783333300,1.1938454344708500,0.9815994294508670,1.066079671512030,0.8085839455750900,1.0509466408124000,1.5920639103837300,-11.889289755875600,5.824152659512680
18,1500,547.875,1125,750,750,0.00379546710778889,0.8,0.862202846704332,211.812105118955,182.625,run81,run209,36.8296215,1.1471916960189500,0.954374728477086,1.0237794358106700,0.7827255277000240,1.0703135963246000,1.6538750015934700,-10.458898359146800,9.328131256735500
18,1500,913.125,1125,750,750,0.00379546710778889,0.8,0.862202846704332,211.812105118955,182.625,run81,run209,36.8296215,1.1471916960189500,0.954374728477086,1.0237794358106700,0.7827255277000240,1.0703135963246000,1.6538750015934700,-10.458898359146800,9.328131256735500
19,300,547.875,225,150,150,0.000632577851298148,0.9,0.676930033682325,1618.70495542856,1095.75,run89,run216,361.2085055734620,3.0820618700162600,1.8214911512692400,2.858476070449420,1.6486977405205000,0.8295810043089860,0.8973303584124370,-27.879060940758100,-49.11724377663000
19,300,913.125,225,150,150,0.000632577851298148,0.9,0.676930033682325,1618.70495542856,1095.75,run89,run216,361.2085055734620,3.0820618700162600,1.8214911512692400,2.858476070449420,1.6486977405205000,0.8295810043089860,0.8973303584124370,-27.879060940758100,-49.11724377663000
20,1500,547.875,1125,750,750,0.000632577851298148,0.9,0.839879296815719,1304.65175669215,1095.75,,run217,176.28077416666700,3.2637190761765900,2.0293522416778800,3.0306142542965700,1.827895424377310,0.7926929914911010,0.8503975189513030,-31.436565489161200,-58.81298981805550
20,1500,913.125,1125,750,750,0.000632577851298148,0.9,0.839879296815719,1304.65175669215,1095.75,,run217,176.28077416666700,3.2637190761765900,2.0293522416778800,3.0306142542965700,1.827895424377310,0.7926929914911010,0.8503975189513030,-31.436565489161200,-58.81298981805550
21,300,547.875,225,150,150,0.00189773355389444,0.9,0.676930033682325,539.568318476186,365.25,run72,run204,50.774642683333300,1.7382149911300300,1.2877935763460400,1.575465158011260,1.1087966325146000,0.8666676670316110,1.0460360889491200,-25.099057162575000,-31.14615275915740
21,300,913.125,225,150,150,0.00189773355389444,0.9,0.676930033682325,539.568318476186,365.25,run72,run204,50.774642683333300,1.7382149911300300,1.2877935763460400,1.575465158011260,1.1087966325146000,0.8666676670316110,1.0460360889491200,-25.099057162575000,-31.14615275915740
22,1500,547.875,1125,750,750,0.00189773355389444,0.9,0.839879296815719,434.883918897385,365.25,run74,run205,58.218425050000000,1.6547650203332200,1.2389239597064500,1.5053321269796600,1.0680877347220200,0.8741048766266040,1.0600435894525400,-24.085090723209300,-28.73020899679390
22,1500,913.125,1125,750,750,0.00189773355389444,0.9,0.839879296815719,434.883918897385,365.25,run74,run205,58.218425050000000,1.6547650203332200,1.2389239597064500,1.5053321269796600,1.0680877347220200,0.8741048766266040,1.0600435894525400,-24.085090723209300,-28.73020899679390
23,300,547.875,225,150,150,0.00379546710778889,0.9,0.676930033682325,269.784159238093,182.625,run83,run210,73.24577656666670,1.142139325266070,0.9313134286342,1.0169887399278000,0.7633922270365480,1.0854192668255800,1.6805554285500000,-10.202129592070700,11.080527860552000
23,300,913.125,225,150,150,0.00379546710778889,0.9,0.676930033682325,269.784159238093,182.625,run83,run210,73.24577656666670,1.142139325266070,0.9313134286342,1.0169887399278000,0.7633922270365480,1.0854192668255800,1.6805554285500000,-10.202129592070700,11.080527860552000
24,1500,547.875,1125,750,750,0.00379546710778889,0.9,0.839879296815719,217.441959448692,182.625,run82,run211,40.5035976,1.1434616503424900,0.9494825093614070,1.0192796210687100,0.7775602353454490,1.0736926314872900,1.6647825308082100,-10.398306631585800,9.82402038451505
24,1500,913.125,1125,750,750,0.00379546710778889,0.9,0.839879296815719,217.441959448692,182.625,run82,run211,40.5035976,1.1434616503424900,0.9494825093614070,1.0192796210687100,0.7775602353454490,1.0736926314872900,1.6647825308082100,-10.398306631585800,9.82402038451505